type,title,director,country,release_year,age_rating,genre,rating,stars,votes,month_added,year_added,duration_min,seasons
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.0,Dirk Campbell,43,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.2,Dirk Campbell,32,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.6,Dirk Campbell,35,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.1,Dirk Campbell,28,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.1,Dermot Boyd,29,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.2,Dermot Boyd,30,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.3,Dermot Boyd,30,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.0,Dermot Boyd,29,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.1,Lindy Heymann,30,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.1,Lindy Heymann,30,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.3,Lindy Heymann,28,7,2021,0,4
TV Show,undercover,Not Given,Belgium,2020,TV-MA,Crime TV Shows,7.8,Tom Waes,17309,7,2021,0,2
TV Show,undercover,Not Given,Belgium,2020,TV-MA,Crime TV Shows,7.5,Pieter Van Hees,431,7,2021,0,2
TV Show,undercover,Not Given,Belgium,2020,TV-MA,Crime TV Shows,7.7,Cecilia Verheyden,346,7,2021,0,2
TV Show,undercover,Not Given,Belgium,2020,TV-MA,Crime TV Shows,7.2,Cecilia Verheyden,331,7,2021,0,2
TV Show,undercover,Not Given,Belgium,2020,TV-MA,Crime TV Shows,7.5,Cecilia Verheyden,336,7,2021,0,2
TV Show,undercover,Not Given,Belgium,2020,TV-MA,Crime TV Shows,7.7,Cecilia Verheyden,321,7,2021,0,2
TV Show,undercover,Not Given,Belgium,2020,TV-MA,Crime TV Shows,7.5,Cecilia Verheyden,391,7,2021,0,2
TV Show,workin' moms,Not Given,Canada,2021,TV-MA,International TV Shows,7.8,Catherine Reitman,17710,7,2021,0,5
TV Show,workin' moms,Not Given,Canada,2021,TV-MA,International TV Shows,7.3,Philip Sternberg,97,7,2021,0,5
TV Show,workin' moms,Not Given,Canada,2021,TV-MA,International TV Shows,7.7,Philip Sternberg,92,7,2021,0,5
TV Show,workin' moms,Not Given,Canada,2021,TV-MA,International TV Shows,7.5,Joyce Wong,89,7,2021,0,5
TV Show,workin' moms,Not Given,Canada,2021,TV-MA,International TV Shows,7.7,Joyce Wong,108,7,2021,0,5
TV Show,workin' moms,Not Given,Canada,2021,TV-MA,International TV Shows,7.6,Philip Sternberg,91,7,2021,0,5
TV Show,yoohoo to the rescue,Not Given,South Korea,2020,TV-Y,Kids' TV,7.1,Kira Buckland,55,7,2021,0,3
TV Show,we the people,Not Given,United States,2021,TV-Y7,Kids' TV,3.7,Lin-Manuel Miranda,760,7,2021,0,1
TV Show,grey's anatomy,Not Given,United States,2020,TV-14,Romantic TV Shows,7.6,Ellen Pompeo,303617,7,2021,0,17
TV Show,mortel,Not Given,France,2019,TV-MA,Crime TV Shows,6.4,Carl Malapa,1492,7,2021,0,2
TV Show,mortel,Not Given,France,2019,TV-MA,Crime TV Shows,7.0,Edouard Salier,73,7,2021,0,2
TV Show,mortel,Not Given,France,2019,TV-MA,Crime TV Shows,7.9,Edouard Salier,55,7,2021,0,2
TV Show,mortel,Not Given,France,2019,TV-MA,Crime TV Shows,6.9,Simon Astier,52,7,2021,0,2
TV Show,mortel,Not Given,France,2019,TV-MA,Crime TV Shows,7.3,Simon Astier,53,7,2021,0,2
TV Show,mortel,Not Given,France,2019,TV-MA,Crime TV Shows,7.3,Simon Astier,53,7,2021,0,2
TV Show,mortel,Not Given,France,2019,TV-MA,Crime TV Shows,7.8,Edouard Salier,53,7,2021,0,2
TV Show,young royals,Not Given,Sweden,2021,TV-MA,International TV Shows,8.3,Edvin Ryding,30076,7,2021,0,1
TV Show,droppin' cash: los angeles,Not Given,United States,2019,TV-MA,Reality TV,3.4,Toni Romiti,120,6,2021,0,1
TV Show,somos.,Not Given,Mexico,2021,TV-MA,Crime TV Shows,7.1,Jero Medina,1166,6,2021,0,1
TV Show,the daily life of the immortal king,Not Given,China,2020,TV-14,Anime Series,7.2,Alex Mai,1436,6,2021,0,1
TV Show,starbeam,Not Given,United States,2021,TV-Y,Kids' TV,7.2,Nahanni Mitchell,92,6,2021,0,4
TV Show,sex/life,Not Given,United States,2021,TV-MA,Romantic TV Shows,5.4,Sarah Shahi,21107,6,2021,0,1
TV Show,you are my spring,Not Given,Pakistan,2021,TV-14,International TV Shows,7.4,Hyeon-jin Seo,638,7,2021,0,1
TV Show,the naked director,Not Given,Japan,2021,TV-MA,International TV Shows,7.7,Takayuki Yamada,6226,6,2021,0,2
TV Show,too hot to handle,Not Given,United States,2021,TV-MA,Reality TV,4.7,Desiree Burch,12484,6,2021,0,2
TV Show,the mole,Not Given,United States,2001,TV-14,Reality TV,0.0,Alex Wagner,0,6,2021,0,2
TV Show,bangkok love stories: innocence,Not Given,Thailand,2018,TV-14,International TV Shows,6.7,Max Nattapol Diloknawarit,208,6,2021,0,1
TV Show,black lightning,Not Given,United States,2021,TV-14,TV Action & Adventure,6.1,Cress Williams,25555,6,2021,0,4
TV Show,black lightning,Not Given,United States,2021,TV-14,TV Action & Adventure,6.7,Oz Scott,428,6,2021,0,4
TV Show,black lightning,Not Given,United States,2021,TV-14,TV Action & Adventure,7.1,Benny Boom,424,6,2021,0,4
TV Show,black lightning,Not Given,United States,2021,TV-14,TV Action & Adventure,7.1,Mary Lou Belli,406,6,2021,0,4
TV Show,black lightning,Not Given,United States,2021,TV-14,TV Action & Adventure,6.7,Jeffrey W. Byrd,391,6,2021,0,4
TV Show,black lightning,Not Given,United States,2021,TV-14,TV Action & Adventure,7.3,Robert Townsend,405,6,2021,0,4
TV Show,black lightning,Not Given,United States,2021,TV-14,TV Action & Adventure,6.8,Oz Scott,385,6,2021,0,4
TV Show,black lightning,Not Given,United States,2021,TV-14,TV Action & Adventure,7.2,Neema Barnette,389,6,2021,0,4
TV Show,black lightning,Not Given,United States,2021,TV-14,TV Action & Adventure,7.2,Tasha Smith,465,6,2021,0,4
TV Show,call my agent!,Not Given,France,2018,TV-MA,International TV Shows,8.3,Camille Cottin,14448,6,2021,0,4
TV Show,champions,Not Given,United States,2018,TV-14,TV Comedies,6.0,Anders Holm,3940,6,2021,0,1
TV Show,glee,Not Given,United States,2015,TV-14,TV Comedies,6.8,Lea Michele,147910,6,2021,0,6
TV Show,hap and leonard,Not Given,United States,2018,TV-MA,Crime TV Shows,7.6,James Purefoy,7790,6,2021,0,3
TV Show,no time for shame,Not Given,Argentina,2019,TV-MA,International TV Shows,5.9,Edwin Salinas,83,6,2021,0,1
TV Show,jiva!,Not Given,Pakistan,2021,TV-MA,International TV Shows,5.6,Sivuyile Ngesi,272,6,2021,0,1
TV Show,pose,Not Given,United States,2019,TV-MA,TV Dramas,8.6,Michaela Jaé (MJ) Rodriguez,29019,6,2021,0,2
TV Show,pose,Not Given,United States,2019,TV-MA,TV Dramas,8.8,Gwyneth Horder-Payton,696,6,2021,0,2
TV Show,pose,Not Given,United States,2019,TV-MA,TV Dramas,9.1,Janet Mock,769,6,2021,0,2
TV Show,pose,Not Given,United States,2019,TV-MA,TV Dramas,8.1,Janet Mock,581,6,2021,0,2
TV Show,rea(l)ove,Not Given,Japan,2018,TV-MA,International TV Shows,6.6,Mari Yaguchi,224,6,2021,0,1
TV Show,schitt's creek,Not Given,Canada,2020,TV-MA,TV Comedies,8.5,Eugene Levy,118638,6,2021,0,6
TV Show,the judgement,Not Given,Thailand,2018,TV-MA,Crime TV Shows,7.1,Kenneth Won,99,6,2021,0,1
TV Show,the last dance,Not Given,United States,2020,TV-MA,Docuseries,9.1,Michael Jordan,119768,6,2021,0,1
TV Show,why are you like this,Not Given,Australia,2021,TV-MA,International TV Shows,6.5,Naomi Higgins,1602,6,2021,0,1
TV Show,elite,Not Given,Spain,2021,TV-MA,Crime TV Shows,7.4,Itzan Escamilla,77113,6,2021,0,4
TV Show,elite,Not Given,Spain,2021,TV-MA,Crime TV Shows,7.8,Jorge Torregrossa,1254,6,2021,0,4
TV Show,elite,Not Given,Spain,2021,TV-MA,Crime TV Shows,9.0,Dani de la Orden,1938,6,2021,0,4
TV Show,elite,Not Given,Spain,2021,TV-MA,Crime TV Shows,7.9,Jorge Torregrossa,1162,6,2021,0,4
TV Show,elite,Not Given,Spain,2021,TV-MA,Crime TV Shows,7.8,Dani de la Orden,1133,6,2021,0,4
TV Show,elite,Not Given,Spain,2021,TV-MA,Crime TV Shows,8.1,Dani de la Orden,1176,6,2021,0,4
TV Show,elite,Not Given,Spain,2021,TV-MA,Crime TV Shows,8.4,Jorge Torregrossa,1200,6,2021,0,4
TV Show,elite,Not Given,Spain,2021,TV-MA,Crime TV Shows,8.1,Jorge Torregrossa,1142,6,2021,0,4
TV Show,elite,Not Given,Spain,2021,TV-MA,Crime TV Shows,8.3,Dani de la Orden,1157,6,2021,0,4
TV Show,hospital playlist,Not Given,South Korea,2021,TV-14,International TV Shows,8.8,Jo Jung-Suk,5360,6,2021,0,2
TV Show,black summer,Not Given,Canada,2021,TV-MA,TV Action & Adventure,6.5,Jaime King,29824,6,2021,0,2
TV Show,black summer,Not Given,Canada,2021,TV-MA,TV Action & Adventure,7.5,John Hyams,1075,6,2021,0,2
TV Show,katla,Not Given,Iceland,2021,TV-MA,International TV Shows,7.0,Guðrún Ýr Eyfjörð,13775,6,2021,0,1
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.0,Beren Saat,22064,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.6,Ozan Açiktan,851,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.6,Ozan Açiktan,720,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.8,Ozan Açiktan,687,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.5,Gonenc Uyanik,634,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.4,Gonenc Uyanik,636,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.7,Gonenc Uyanik,609,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.5,Gonenc Uyanik,597,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,8.1,Gonenc Uyanik,697,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.2,Ali Taner Baltaci,337,6,2021,0,3
TV Show,the gift,Not Given,Turkey,2021,TV-MA,International TV Shows,7.3,Ali Taner Baltaci,374,6,2021,0,3
TV Show,millennials,Not Given,Argentina,2020,TV-MA,International TV Shows,4.3,Laura Laprida,164,6,2021,0,3
TV Show,so not worth it,Not Given,Pakistan,2021,TV-14,International TV Shows,7.0,Se-wan Park,1135,6,2021,0,1
TV Show,lego friends: the power of friendship,Not Given,Denmark,2016,TV-Y7,Kids' TV,6.8,Erica Mendez,55,6,2021,0,2
TV Show,lupin,Not Given,France,2021,TV-MA,Crime TV Shows,7.5,Omar Sy,105218,6,2021,0,2
TV Show,lupin,Not Given,France,2021,TV-MA,Crime TV Shows,7.8,Louis Leterrier,3771,6,2021,0,2
TV Show,locombianos,Not Given,Colombia,2021,TV-MA,International TV Shows,4.1,Freddy Beltrán,17,6,2021,0,1
Movie,kitty love: an homage to cats,Not Given,Netherlands,2021,TV-G,Children & Family Movies,5.1,Mark Verkerk,506,6,2021,61,0
TV Show,sweet tooth,Not Given,United States,2021,TV-14,TV Action & Adventure,7.8,Nonso Anozie,51170,6,2021,0,1
TV Show,creator's file: gold,Not Given,Japan,2021,TV-14,International TV Shows,6.8,Joe Odagiri,23,6,2021,0,1
TV Show,summertime,Not Given,Italy,2021,TV-MA,International TV Shows,6.1,Rebecca Coco Edogamhe,2806,6,2021,0,2
TV Show,attack on titan,Not Given,Japan,2013,TV-MA,Anime Series,9.0,Josh Grelle,363297,6,2021,0,1
TV Show,cocomelon,Not Given,United States,2021,TV-Y,Kids' TV,4.7,Ava Madison Gray,635,6,2021,0,3
TV Show,downton abbey,Not Given,United Kingdom,2015,TV-14,British TV Shows,8.7,Hugh Bonneville,204875,6,2021,0,6
TV Show,the platform,Not Given,United Arab Emirates,2021,TV-14,International TV Shows,7.0,Galder Gaztelu-Urrutia,219327,6,2021,0,3
TV Show,the platform,Not Given,United Arab Emirates,2021,TV-14,International TV Shows,6.5,Maxim Khalil,349,6,2021,0,3
TV Show,dirty john,Not Given,United States,2020,TV-MA,Crime TV Shows,7.2,Connie Britton,21809,5,2021,0,2
TV Show,the kominsky method,Not Given,United States,2021,TV-MA,TV Comedies,8.2,Michael Douglas,39741,5,2021,0,3
TV Show,the kominsky method,Not Given,United States,2021,TV-MA,TV Comedies,8.1,Beth McCarthy-Miller,896,5,2021,0,3
TV Show,the kominsky method,Not Given,United States,2021,TV-MA,TV Comedies,7.9,Andy Tennant,823,5,2021,0,3
TV Show,the kominsky method,Not Given,United States,2021,TV-MA,TV Comedies,8.0,Beth McCarthy-Miller,796,5,2021,0,3
TV Show,the kominsky method,Not Given,United States,2021,TV-MA,TV Comedies,8.0,Andy Tennant,803,5,2021,0,3
TV Show,the kominsky method,Not Given,United States,2021,TV-MA,TV Comedies,8.2,Beth McCarthy-Miller,807,5,2021,0,3
TV Show,the kominsky method,Not Given,United States,2021,TV-MA,TV Comedies,8.0,Andy Tennant,764,5,2021,0,3
TV Show,the kominsky method,Not Given,United States,2021,TV-MA,TV Comedies,8.0,Beth McCarthy-Miller,835,5,2021,0,3
TV Show,black space,Not Given,Israel,2021,TV-MA,Crime TV Shows,6.7,Guri Alfi,1903,5,2021,0,1
TV Show,ragnarok,Not Given,Norway,2021,TV-MA,International TV Shows,7.5,David Stakston,37517,5,2021,0,2
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.4,David Vincent,22677,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.2,Kellen Goff,647,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.4,Lizzie Freeman,761,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.6,Lizzie Freeman,908,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,9.0,Griffin Burns,994,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,9.4,Griffin Burns,1184,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,9.6,Shinshû Fuji,1442,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.2,Bill Butts,767,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.6,Bill Butts,912,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,9.0,Bill Butts,999,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.6,Bill Butts,921,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,9.3,Griffin Burns,1110,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.9,Lizzie Freeman,950,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,9.2,Lizzie Freeman,987,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,9.0,Griffin Burns,965,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,9.4,Lizzie Freeman,1192,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.9,Sean Chiplock,1023,5,2021,0,3
TV Show,jojo's bizarre adventure,Not Given,Japan,2016,TV-MA,Anime Series,8.8,Sean Chiplock,1046,5,2021,0,3
TV Show,master of none,Not Given,United States,2021,TV-MA,TV Comedies,8.2,Aziz Ansari,73214,5,2021,0,3
TV Show,racket boys,Not Given,Pakistan,2021,TV-14,International TV Shows,4.1,Kim Sang-kyung,27616,6,2021,0,1
TV Show,eden,Not Given,Pakistan,2021,TV-PG,Anime Series,6.6,Marika Kôno,1205,5,2021,0,1
TV Show,the neighbor,Not Given,Spain,2021,TV-MA,International TV Shows,5.8,Marcus Dunstan,7785,5,2021,0,2
TV Show,the neighbor,Not Given,Spain,2021,TV-MA,International TV Shows,6.5,Quim Gutiérrez,2203,5,2021,0,2
TV Show,who killed sara?,Not Given,Mexico,2021,TV-MA,Crime TV Shows,6.4,Manolo Cardona,14316,5,2021,0,2
TV Show,booba: food puzzle,Not Given,United Kingdom,2021,TV-Y,Kids' TV,8.8,Elena Solovieva,50,5,2021,0,1
TV Show,haunted,Not Given,United States,2021,TV-MA,Reality TV,4.6,Vanda Chaloupková,3267,5,2021,0,3
TV Show,"love, death & robots",Not Given,United States,2021,TV-MA,TV Action & Adventure,8.4,Fred Tatasciore,165153,5,2021,0,2
TV Show,"love, death & robots",Not Given,United States,2021,TV-MA,TV Action & Adventure,8.1,Franck Balson,11912,5,2021,0,2
TV Show,move to heaven,Not Given,South Korea,2021,TV-MA,International TV Shows,8.6,Adam McArthur,6077,5,2021,0,1
TV Show,castlevania,Not Given,United States,2021,TV-MA,Anime Series,8.3,Richard Armitage,64403,5,2021,0,4
TV Show,the upshaws,Not Given,United States,2021,TV-14,TV Comedies,6.8,Mike Epps,2767,5,2021,0,1
TV Show,the upshaws,Not Given,United States,2021,TV-14,TV Comedies,6.4,Sheldon Epps,97,5,2021,0,1
TV Show,mine,Not Given,South Korea,2021,TV-14,International TV Shows,7.7,Lee Bo-young,1260,5,2021,0,1
TV Show,jupiter's legacy,Not Given,United States,2021,TV-MA,TV Action & Adventure,6.7,Josh Duhamel,38387,5,2021,0,1
TV Show,jupiter's legacy,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.0,Steven S. DeKnight,1446,5,2021,0,1
TV Show,jupiter's legacy,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.1,Christopher J. Byrne,1353,5,2021,0,1
TV Show,jupiter's legacy,Not Given,United States,2021,TV-MA,TV Action & Adventure,6.8,Christopher J. Byrne,1285,5,2021,0,1
TV Show,jupiter's legacy,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.0,Charlotte Brändström,1190,5,2021,0,1
TV Show,jupiter's legacy,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.2,Charlotte Brändström,1170,5,2021,0,1
TV Show,jupiter's legacy,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.2,Marc Jobst,1238,5,2021,0,1
TV Show,jupiter's legacy,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.7,Marc Jobst,1264,5,2021,0,1
TV Show,lava ka dhaava,Not Given,India,2021,TV-PG,Reality TV,6.1,Jaaved Jaaferi,43,5,2021,0,1
TV Show,selena: the series,Not Given,Mexico,2020,TV-PG,TV Dramas,6.9,Christian Serratos,4569,5,2021,0,2
TV Show,selena: the series,Not Given,Mexico,2020,TV-PG,TV Dramas,7.0,Hiromi Kamata,204,5,2021,0,2
TV Show,selena: the series,Not Given,Mexico,2020,TV-PG,TV Dramas,7.2,Hiromi Kamata,176,5,2021,0,2
TV Show,selena: the series,Not Given,Mexico,2020,TV-PG,TV Dramas,7.5,Hiromi Kamata,161,5,2021,0,2
TV Show,selena: the series,Not Given,Mexico,2020,TV-PG,TV Dramas,7.3,Hiromi Kamata,155,5,2021,0,2
TV Show,selena: the series,Not Given,Mexico,2020,TV-PG,TV Dramas,7.5,Hiromi Kamata,148,5,2021,0,2
TV Show,selena: the series,Not Given,Mexico,2020,TV-PG,TV Dramas,7.2,Hiromi Kamata,149,5,2021,0,2
TV Show,startup,Not Given,United States,2018,TV-MA,Crime TV Shows,7.8,Adam Brody,29045,5,2021,0,3
TV Show,trash truck,Not Given,Pakistan,2021,TV-Y,Kids' TV,8.5,Henry Keane,521,5,2021,0,2
TV Show,sexify,Not Given,Poland,2021,TV-MA,International TV Shows,6.5,Aleksandra Skraba,5159,4,2021,0,1
TV Show,fatma,Not Given,Turkey,2021,TV-MA,International TV Shows,7.4,Burcu Biricik,8573,4,2021,0,1
TV Show,zig & sharko,Not Given,France,2019,TV-Y7,Kids' TV,6.8,,695,2,2021,0,2
TV Show,pj masks,Not Given,France,2019,TV-Y,Kids' TV,5.3,Addison Holley,1293,4,2021,0,3
TV Show,shadow and bone,Not Given,United States,2021,TV-14,TV Action & Adventure,7.6,Jessie Mei Li,82657,4,2021,0,1
TV Show,zero,Not Given,Italy,2021,TV-MA,International TV Shows,5.7,Giuseppe Dave Seke,1326,4,2021,0,1
TV Show,izzy's koala world,Not Given,Australia,2021,TV-Y,Kids' TV,8.0,Ali Bee,227,4,2021,0,2
TV Show,love naggers,Not Given,South Korea,2021,TV-14,International TV Shows,0.0,Jang Hoon Seo,0,4,2021,0,1
TV Show,gilmore girls,Not Given,United States,2006,TV-14,Romantic TV Shows,8.2,Lauren Graham,124087,4,2021,0,7
TV Show,gilmore girls,Not Given,United States,2006,TV-14,Romantic TV Shows,8.2,Lauren Graham,124089,4,2021,0,7
TV Show,high-rise invasion,Not Given,Japan,2021,TV-MA,Anime Series,6.5,Haruka Shiraishi,3062,4,2021,0,1
TV Show,next in fashion,Not Given,United States,2020,TV-14,Reality TV,7.3,Alexa Chung,3728,4,2021,0,1
TV Show,power players,Not Given,United States,2020,TV-Y,Kids' TV,5.9,Benjamin Van Meggelen,91,4,2021,0,3
TV Show,sonic x,Not Given,Japan,2003,TV-Y7,Anime Series,6.2,Gabriella Lewis,4772,4,2021,0,2
TV Show,fate: the winx saga,Not Given,Italy,2021,TV-MA,British TV Shows,6.9,Sadie Soverall,43179,4,2021,0,1
TV Show,fate: the winx saga,Not Given,Italy,2021,TV-MA,British TV Shows,7.0,Lisa James Larsson,1357,4,2021,0,1
TV Show,fate: the winx saga,Not Given,Italy,2021,TV-MA,British TV Shows,7.2,Lisa James Larsson,1152,4,2021,0,1
TV Show,fate: the winx saga,Not Given,Italy,2021,TV-MA,British TV Shows,7.4,Hannah Quinn,1115,4,2021,0,1
TV Show,fate: the winx saga,Not Given,Italy,2021,TV-MA,British TV Shows,7.4,Hannah Quinn,1066,4,2021,0,1
TV Show,fate: the winx saga,Not Given,Italy,2021,TV-MA,British TV Shows,7.5,Stephen Woolfenden,1097,4,2021,0,1
TV Show,fate: the winx saga,Not Given,Italy,2021,TV-MA,British TV Shows,7.9,Stephen Woolfenden,1304,4,2021,0,1
TV Show,fate: the winx saga,Not Given,Italy,2021,TV-MA,British TV Shows,6.9,Sadie Soverall,43185,4,2021,0,1
TV Show,house of cards,Not Given,United States,2018,TV-MA,TV Dramas,8.7,Kevin Spacey,500982,4,2021,0,6
TV Show,indian matchmaking,Not Given,United States,2020,TV-14,Reality TV,6.2,Sima Taparia,3686,4,2021,0,1
TV Show,jeffrey epstein: filthy rich,Not Given,United States,2020,TV-MA,Crime TV Shows,7.1,Michael Reiter,24527,4,2021,0,1
TV Show,law school,Not Given,South Korea,2021,TV-14,Crime TV Shows,8.0,Myung-Min Kim,2282,4,2021,0,1
TV Show,living with yourself,Not Given,United States,2019,TV-MA,TV Comedies,7.2,Paul Rudd,31253,4,2021,0,1
TV Show,signal,Not Given,South Korea,2016,TV-MA,Crime TV Shows,8.5,Lee Jehoon,7068,4,2021,0,1
TV Show,signal,Not Given,South Korea,2016,TV-MA,Crime TV Shows,7.0,Kentarô Sakaguchi,220,4,2021,0,1
TV Show,slasher,Not Given,Canada,2019,TV-MA,TV Horror,6.7,Christopher Jacot,14543,4,2021,0,3
