type,title,director,country,release_year,age_rating,genre,rating,stars,votes,month_added,year_added,duration_min,seasons
TV Show,the netflix afterparty,"Krysia Plonka, Kristian Mercado",United States,2021,TV-MA,Stand-Up Comedy & Talk Shows,3.8,David Spade,514,1,2021,0,1
Movie,true: rainbow rescue,"Mark Thornton, Todd Kauffman",Canada,2020,TV-Y,Children & Family Movies,6.9,,28,6,2020,24,0
TV Show,true: terrific tales,"Mark Thornton, Todd Kauffman",Canada,2020,TV-Y,Kids' TV,6.8,Michela Luci,25,5,2020,0,1
TV Show,true and the rainbow kingdom,"Mark Thornton, Todd Kauffman",United States,2019,TV-Y,Kids' TV,7.0,Michela Luci,462,8,2019,0,3
Movie,sam kinison: the scream continues,Walter C. Miller,United States,2016,TV-MA,Documentaries,6.4,Bill Kinison,81,12,2018,29,0
TV Show,chappelle's show,Stan Lathan,United States,2005,TV-MA,TV Comedies,8.8,Dave Chappelle,64313,2,2021,0,2
TV Show,blood & water,Not Given,South Africa,2021,TV-MA,International TV Shows,6.6,Ama Qamata,3180,9,2021,0,2
TV Show,blood & water,Not Given,South Africa,2021,TV-MA,International TV Shows,7.0,Nosipho Dumisa,120,9,2021,0,2
TV Show,44 cats,Not Given,Italy,2020,TV-Y7,Kids' TV,6.0,Judith Cabral,290,8,2021,0,3
TV Show,kota factory,Not Given,India,2021,TV-MA,International TV Shows,9.1,Mayur More,71138,9,2021,0,2
TV Show,dear white people,Not Given,United States,2021,TV-MA,TV Comedies,6.1,Logan Browning,25414,9,2021,0,4
TV Show,love on the spectrum,Not Given,Australia,2021,TV-14,Docuseries,8.6,Brooke Satchwell,6066,9,2021,0,2
TV Show,sex education,Not Given,United Kingdom,2020,TV-MA,British TV Shows,8.4,Asa Butterfield,273671,9,2021,0,3
TV Show,he-man and the masters of the universe,Not Given,United States,2021,TV-Y7,Kids' TV,5.8,David Kaye,1838,9,2021,0,1
TV Show,numberblocks,Not Given,United Kingdom,2021,TV-Y,Kids' TV,8.6,Marcel McCalla,227,9,2021,0,6
TV Show,jack whitehall: travels with my father,Not Given,United Kingdom,2021,TV-MA,British TV Shows,7.6,Jack Whitehall,5577,9,2021,0,5
TV Show,jack whitehall: travels with my father,Not Given,United Kingdom,2021,TV-MA,British TV Shows,7.3,Leo McCrea,154,9,2021,0,5
TV Show,jack whitehall: travels with my father,Not Given,United Kingdom,2021,TV-MA,British TV Shows,7.7,Leo McCrea,139,9,2021,0,5
TV Show,yowamushi pedal,Not Given,Japan,2013,TV-14,Anime Series,7.7,Daiki Yamashita,846,9,2021,0,1
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.1,Tom Ellis,318928,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.0,Eagle Egilsson,4230,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,7.5,Sherwin Shilati,5131,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.4,Sherwin Shilati,3980,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,9.2,Karen Gaviola,4474,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.4,Claudia Yarmy,3837,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,6.4,Viet Nguyen,5073,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.7,Sam Hill,3831,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.7,Richard Speight Jr.,3832,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.9,Nathan Hope,3869,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,9.3,Kevin Alejandro,5350,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.3,Nathan Hope,3319,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.3,Bola Ogun,2836,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.2,Greg Beeman,3643,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.1,Richard Speight Jr.,2736,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.7,Lisa Demaine,2927,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,9.2,Ildy Modrovich,3929,9,2021,0,6
TV Show,lucifer,Not Given,United States,2021,TV-14,Crime TV Shows,8.1,Tom Ellis,318933,9,2021,0,6
TV Show,into the night,Not Given,Belgium,2021,TV-MA,International TV Shows,7.1,Pauline Etienne,32118,9,2021,0,2
TV Show,the circle,Not Given,United States,2021,TV-MA,Reality TV,7.3,Michelle Buteau,7026,9,2021,0,3
TV Show,the circle,Not Given,United States,2021,TV-MA,Reality TV,7.4,Michelle Buteau,216,9,2021,0,3
TV Show,kid cosmic,Not Given,United States,2021,TV-Y7,Kids' TV,7.9,Amanda Céline Miller,1462,9,2021,0,2
TV Show,octonauts: above & beyond,Not Given,United Kingdom,2021,TV-Y,British TV Shows,7.4,Jessica Rookeward,100,9,2021,0,1
TV Show,on the verge,Not Given,France,2021,TV-MA,TV Comedies,6.5,Julie Delpy,3169,9,2021,0,1
TV Show,dive club,Not Given,Australia,2021,TV-G,Kids' TV,6.2,Miah Madden,912,9,2021,0,1
TV Show,sharkdog,Not Given,United States,2021,TV-Y,Kids' TV,5.9,Liam Mitchell,174,9,2021,0,1
TV Show,q-force,Not Given,United States,2021,TV-MA,Crime TV Shows,6.4,Gary Cole,5557,9,2021,0,1
TV Show,kid-e-cats,Not Given,Russia,2016,TV-Y,Kids' TV,7.0,Alyson Leigh Rosenfeld,107,9,2021,0,2
TV Show,d.p.,Not Given,South Korea,2021,TV-MA,International TV Shows,8.2,Jung Hae-In,5445,8,2021,0,1
TV Show,rebellion,Not Given,Ireland,2016,TV-MA,International TV Shows,7.1,Michael Ford-FitzGerald,3890,8,2021,0,2
TV Show,edens zero,Not Given,Japan,2021,TV-14,Anime Series,7.2,Takuma Terashima,1437,8,2021,0,1
TV Show,family reunion,Not Given,United States,2021,TV-PG,Kids' TV,6.5,Tia Mowry-Hardrict,2704,8,2021,0,4
TV Show,wheel of fortune,Not Given,United States,2019,TV-G,Reality TV,6.7,Pat Sajak,3198,8,2021,0,3
TV Show,manifest,Not Given,United States,2021,TV-14,TV Dramas,7.1,Melissa Roxburgh,59167,8,2021,0,3
TV Show,go! go! cory carson,Not Given,United States,2021,TV-Y,Kids' TV,7.8,Alan C. Lim,250,8,2021,0,5
TV Show,rascal does not dream of bunny girl senpai,Not Given,Japan,2018,TV-14,Anime Series,8.1,Kaito Ishikawa,11696,8,2021,0,1
TV Show,winx club,Not Given,Italy,2015,TV-Y7,Kids' TV,6.1,Molly C. Quinn,7005,8,2021,0,2
TV Show,brand new cherry flavor,Not Given,United States,2021,TV-MA,TV Dramas,7.1,Rosa Salazar,15476,8,2021,0,1
TV Show,brand new cherry flavor,Not Given,United States,2021,TV-MA,TV Dramas,7.2,Arkasha Stevenson,648,8,2021,0,1
TV Show,brand new cherry flavor,Not Given,United States,2021,TV-MA,TV Dramas,7.2,Gandja Monteiro,524,8,2021,0,1
TV Show,brand new cherry flavor,Not Given,United States,2021,TV-MA,TV Dramas,7.3,Gandja Monteiro,478,8,2021,0,1
TV Show,brand new cherry flavor,Not Given,United States,2021,TV-MA,TV Dramas,7.5,Matt Sobel,471,8,2021,0,1
TV Show,brand new cherry flavor,Not Given,United States,2021,TV-MA,TV Dramas,7.4,Matt Sobel,430,8,2021,0,1
TV Show,brand new cherry flavor,Not Given,United States,2021,TV-MA,TV Dramas,7.2,Jake Schreier,416,8,2021,0,1
TV Show,brand new cherry flavor,Not Given,United States,2021,TV-MA,TV Dramas,6.5,Nick Antosca,463,8,2021,0,1
TV Show,brand new cherry flavor,Not Given,United States,2021,TV-MA,TV Dramas,7.3,Jake Schreier,405,8,2021,0,1
TV Show,fast & furious spy racers,Not Given,United States,2021,TV-Y7,Kids' TV,5.8,Tyler Posey,1491,8,2021,0,5
TV Show,fast & furious spy racers,Not Given,United States,2021,TV-Y7,Kids' TV,6.6,Bret Haaland,138,8,2021,0,5
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,8.2,Jane Fonda,51896,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,7.8,Betty Thomas,401,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,7.9,Ken Whittingham,385,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,8.1,Ken Whittingham,428,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,8.3,Marta Kauffman,400,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,7.8,Alex Hardcastle,357,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,7.9,John Hoffman,414,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,7.8,Marta Cunningham,388,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,8.2,Marta Kauffman,412,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,8.0,Ken Whittingham,375,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,8.0,David Warren,437,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,7.7,Rebecca Asher,374,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,8.0,Rebecca Asher,367,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,7.6,Marta Kauffman,344,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,8.9,Marta Kauffman,458,8,2021,0,7
TV Show,grace and frankie,Not Given,United States,2021,TV-MA,TV Comedies,7.6,Alex Hardcastle,347,8,2021,0,7
TV Show,the kingdom,Not Given,Argentina,2021,TV-MA,Crime TV Shows,6.5,Chino Darín,1414,8,2021,0,1
TV Show,alrawabi school for girls,Not Given,Jordan,2021,TV-14,International TV Shows,7.4,Joanna Arida,6061,8,2021,0,1
TV Show,bake squad,Not Given,United States,2021,TV-PG,Reality TV,6.8,Christina Tosi,723,8,2021,0,1
TV Show,gabby's dollhouse,Not Given,United States,2021,TV-Y,Kids' TV,7.0,Laila Lockhart Kraner,425,8,2021,0,2
TV Show,las muñecas de la mafia,Not Given,Colombia,2018,TV-MA,Crime TV Shows,6.6,Jason Chad Roth,306,8,2021,0,1
TV Show,the crowned clown,Not Given,South Korea,2019,TV-14,International TV Shows,8.0,Yeo Jin-gu,1013,8,2021,0,1
TV Show,shaman king,Not Given,Japan,2021,TV-14,Anime Series,7.0,Yôko Hikasa,1839,8,2021,0,1
TV Show,hit & run,Not Given,Israel,2021,TV-MA,TV Action & Adventure,7.0,Lior Raz,8950,8,2021,0,1
TV Show,hit & run,Not Given,Israel,2021,TV-MA,TV Action & Adventure,7.3,Neasa Hardiman,209,8,2021,0,1
TV Show,control z,Not Given,Mexico,2021,TV-MA,International TV Shows,6.9,Ana Valeria Becerril,9294,8,2021,0,2
TV Show,cooking with paris,Not Given,United States,2021,TV-MA,Reality TV,5.3,Paris Hilton,1104,8,2021,0,1
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.6,Chase Stokes,48115,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.3,Jonas Pate,1346,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.4,Jonas Pate,1162,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.5,Cherie Nowlan,1092,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,8.0,Cherie Nowlan,1148,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.9,Jonas Pate,1070,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,8.2,Jonas Pate,1098,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,8.0,Valerie Weiss,1026,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,8.4,Valerie Weiss,1148,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,7.9,Jonas Pate,1061,7,2021,0,2
TV Show,outer banks,Not Given,United States,2021,TV-MA,TV Action & Adventure,8.2,Jonas Pate,1187,7,2021,0,2
TV Show,how to sell drugs online (fast),Not Given,Germany,2021,TV-MA,Crime TV Shows,7.8,Maximilian Mundt,32396,7,2021,0,3
TV Show,how to sell drugs online (fast),Not Given,Germany,2021,TV-MA,Crime TV Shows,7.7,Lars Montag,987,7,2021,0,3
TV Show,how to sell drugs online (fast),Not Given,Germany,2021,TV-MA,Crime TV Shows,7.8,Lars Montag,890,7,2021,0,3
TV Show,how to sell drugs online (fast),Not Given,Germany,2021,TV-MA,Crime TV Shows,7.8,Lars Montag,846,7,2021,0,3
TV Show,how to sell drugs online (fast),Not Given,Germany,2021,TV-MA,Crime TV Shows,7.8,Arne Feldhusen,829,7,2021,0,3
TV Show,how to sell drugs online (fast),Not Given,Germany,2021,TV-MA,Crime TV Shows,7.9,Arne Feldhusen,816,7,2021,0,3
TV Show,how to sell drugs online (fast),Not Given,Germany,2021,TV-MA,Crime TV Shows,8.4,Arne Feldhusen,916,7,2021,0,3
TV Show,mighty express,Not Given,United States,2021,TV-Y,Kids' TV,4.9,Tyler James Nathan,120,7,2021,0,4
TV Show,the walking dead,Not Given,United States,2019,TV-MA,Classic & Cult TV,8.1,Andrew Lincoln,970060,7,2021,0,10
TV Show,the walking dead,Not Given,United States,2019,TV-MA,Classic & Cult TV,8.1,Andrew Lincoln,970067,7,2021,0,10
TV Show,sky rojo,Not Given,Spain,2021,TV-MA,International TV Shows,6.5,Verónica Sánchez,8830,7,2021,0,2
TV Show,sky rojo,Not Given,Spain,2021,TV-MA,International TV Shows,6.9,Eduardo Chapero-Jackson,458,7,2021,0,2
TV Show,the movies that made us,Not Given,United States,2021,TV-MA,Docuseries,7.6,Danny Wallace,6449,7,2021,0,2
TV Show,the movies that made us,Not Given,United States,2021,TV-MA,Docuseries,7.8,Brian Volk-Weiss,715,7,2021,0,2
TV Show,the movies that made us,Not Given,United States,2021,TV-MA,Docuseries,8.1,Brian Volk-Weiss,861,7,2021,0,2
TV Show,the movies that made us,Not Given,United States,2021,TV-MA,Docuseries,7.9,Brian Volk-Weiss,744,7,2021,0,2
TV Show,the movies that made us,Not Given,United States,2021,TV-MA,Docuseries,8.0,Brian Volk-Weiss,742,7,2021,0,2
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,8.0,Estelle Caswell,9221,7,2021,0,3
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,8.0,Maggie Siff,378,7,2021,0,3
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,8.0,Hilary Swank,349,7,2021,0,3
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,7.0,Aya Cash,297,7,2021,0,3
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,7.5,Karlie Kloss,331,7,2021,0,3
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,7.2,Natasha Lyonne,291,7,2021,0,3
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,8.5,J.K. Simmons,517,7,2021,0,3
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,8.1,Vincent Kartheiser,334,7,2021,0,3
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,7.2,John Waters,291,7,2021,0,3
TV Show,explained,Not Given,United States,2021,TV-MA,Docuseries,7.4,Cleo Constantine Abram,304,7,2021,0,3
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,5.1,James Arnold Taylor,8436,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.3,James Arnold Taylor,379,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.8,Chris Savino,53,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.7,Chris Savino,54,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.9,Chris Savino,55,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.5,Chris Savino,101,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.3,Chris Savino,80,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.6,Chris Savino,69,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.4,Chris Savino,59,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.2,Chris Savino,51,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.5,Chris Savino,49,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.3,Chris Savino,51,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.2,Chris Savino,58,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.5,Chris Savino,47,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.7,Joseph Sherman,46,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.0,Joseph Sherman,40,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,8.1,Chris Savino,65,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.7,Joseph Sherman,39,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.1,Joseph Sherman,39,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.4,Joseph Sherman,37,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,7.5,Joseph Sherman,45,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.8,Joseph Sherman,33,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.6,Joseph Sherman,32,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.5,Joseph Sherman,28,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.6,Joseph Sherman,29,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.4,Joseph Sherman,32,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.8,Joseph Sherman,39,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.5,Joseph Sherman,30,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,5.8,Larry Jacobs,32,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.1,Larry Jacobs,30,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,5.9,Larry Jacobs,28,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,6.1,Larry Jacobs,34,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,5.8,Larry Jacobs,24,7,2021,0,1
TV Show,johnny test,Not Given,United States,2021,TV-Y7,Kids' TV,5.6,Larry Jacobs,26,7,2021,0,1
TV Show,beastars,Not Given,Japan,2021,TV-MA,Anime Series,7.7,Chikahiro Kobayashi,10086,7,2021,0,2
TV Show,beastars,Not Given,Japan,2021,TV-MA,Anime Series,7.6,"""Shinichi Matsumi""",511,7,2021,0,2
TV Show,her private life,Not Given,South Korea,2019,TV-14,International TV Shows,7.7,Ahn Bo-Hyun,4239,7,2021,0,1
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,7.9,Maitreyi Ramakrishnan,56216,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,7.4,Tristram Shapeero,1168,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,7.5,Tristram Shapeero,1037,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,7.7,Linda Mendoza,982,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,7.6,Linda Mendoza,974,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,7.8,Kabir Akhtar,958,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,8.5,Kabir Akhtar,1110,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,7.6,Anu Valia,898,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,8.0,Anu Valia,933,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,8.4,Tristram Shapeero,974,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,8.7,Tristram Shapeero,1236,7,2021,0,2
TV Show,never have i ever,Not Given,United States,2021,TV-14,TV Comedies,7.9,Maitreyi Ramakrishnan,56218,7,2021,0,2
TV Show,ridley jones,Not Given,United States,2021,TV-Y,Kids' TV,4.8,Iara Nemirovsky,266,7,2021,0,1
TV Show,atypical,Not Given,United States,2021,TV-14,TV Comedies,8.3,Jennifer Jason Leigh,87238,7,2021,0,4
TV Show,biohackers,Not Given,Germany,2021,TV-MA,International TV Shows,6.8,Luna Wedler,9835,7,2021,0,2
TV Show,masters of the universe: revelation,Not Given,Pakistan,2021,TV-PG,TV Action & Adventure,5.3,Sarah Michelle Gellar,26753,7,2021,0,1
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.4,Martin Henderson,41276,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.9,Tim Matheson,553,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.6,Andy Mikita,497,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.4,Gail Harvey,425,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.6,Andy Mikita,481,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.4,Gail Harvey,419,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.4,Martin Wood,393,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.6,Martin Wood,383,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.5,Tim Matheson,390,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.6,Tim Matheson,376,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.9,Martin Wood,402,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,8.2,Martin Wood,485,7,2021,0,3
TV Show,virgin river,Not Given,United States,2021,TV-14,Romantic TV Shows,7.9,Tim Matheson,627,7,2021,0,3
TV Show,resident evil: infinite darkness,Not Given,United States,2021,TV-MA,Anime Series,5.7,Nick Apostolides,10700,7,2021,0,1
TV Show,dogs,Not Given,United States,2021,TV-PG,Docuseries,7.9,Corinne,1295,7,2021,0,2
TV Show,ask the storybots,Not Given,United States,2019,TV-Y,Kids' TV,8.4,Judy Greer,904,7,2021,0,3
TV Show,between,Not Given,Canada,2016,TV-14,International TV Shows,5.9,Jennette McCurdy,9252,7,2021,0,2
TV Show,chelsea,Not Given,United States,2017,TV-MA,Stand-Up Comedy & Talk Shows,6.1,Chelsea Handler,2081,7,2021,0,2
TV Show,code lyoko,Not Given,France,2007,TV-Y7,Kids' TV,7.3,Sharon Mann,5245,7,2021,0,4
TV Show,colony,Not Given,United States,2018,TV-14,TV Action & Adventure,7.3,Josh Holloway,36235,7,2021,0,3
TV Show,cuckoo,Not Given,United Kingdom,2019,TV-MA,British TV Shows,7.2,Greg Davies,9807,7,2021,0,5
TV Show,derry girls,Not Given,United Kingdom,2019,TV-MA,British TV Shows,8.5,Saoirse-Monica Jackson,36522,7,2021,0,2
TV Show,shtisel,Not Given,Israel,2021,TV-14,International TV Shows,8.6,"""Dovale Glickman",7204,7,2021,0,3
TV Show,girl from nowhere,Not Given,Thailand,2021,TV-MA,International TV Shows,7.6,Kitty Chicha,4447,7,2021,0,2
TV Show,good morning call,Not Given,Japan,2017,TV-14,International TV Shows,7.5,Haruka Fukuhara,3199,7,2021,0,2
TV Show,i am a killer,Not Given,United Kingdom,2020,TV-MA,British TV Shows,7.4,Swaylee Loughnane,4287,7,2021,0,2
TV Show,i think you should leave with tim robinson,Not Given,United States,2021,TV-MA,TV Comedies,7.9,Tim Robinson,12743,7,2021,0,2
TV Show,i think you should leave with tim robinson,Not Given,United States,2021,TV-MA,TV Comedies,8.1,Zach Kanin,427,7,2021,0,2
TV Show,kim's convenience,Not Given,Canada,2021,TV-MA,International TV Shows,8.2,Paul Sun-Hyung Lee,18672,7,2021,0,5
TV Show,marcella,Not Given,United Kingdom,2019,TV-MA,British TV Shows,7.4,Anna Friel,31515,7,2021,0,3
TV Show,midnight diner: tokyo stories,Not Given,Japan,2019,TV-MA,International TV Shows,8.4,Kaoru Kobayashi,4238,7,2021,0,2
TV Show,my little pony: friendship is magic,Not Given,United States,2018,TV-Y,Kids' TV,7.6,Ashleigh Ball,21074,7,2021,0,8
TV Show,orange is the new black,Not Given,United States,2019,TV-MA,TV Comedies,8.1,Taylor Schilling,300354,7,2021,0,7
TV Show,puffin rock,Not Given,Ireland,2016,TV-Y,Kids' TV,8.6,Kate McCafferty,932,7,2021,0,2
TV Show,richie rich,Not Given,United States,2015,TV-G,Kids' TV,3.1,Jake Brennan,1101,7,2021,0,2
TV Show,some assembly required,Not Given,Canada,2015,TV-Y,Kids' TV,4.4,Kolton Stewart,980,7,2021,0,2
TV Show,tales by light,Not Given,Australia,2018,TV-14,Docuseries,8.3,Art Wolfe,1943,7,2021,0,3
TV Show,terrace house: opening new doors,Not Given,Japan,2018,TV-14,International TV Shows,7.8,You,992,7,2021,0,6
TV Show,the a list,Not Given,United Kingdom,2021,TV-PG,British TV Shows,5.4,Lisa Ambalavanar,2968,7,2021,0,2
TV Show,the new legends of monkey,Not Given,Australia,2020,TV-PG,Kids' TV,6.5,Chai Hansen,4456,7,2021,0,2
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,7.2,Raquel Cassidy,2501,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.1,Dermot Boyd,32,7,2021,0,4
TV Show,the worst witch,Not Given,United Kingdom,2020,TV-G,British TV Shows,8.6,Dermot Boyd,32,7,2021,0,4
